EmployeeID,Gender,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,Attrition,Education,MaritalStatus,AgeGroup
1144,Male,28,IT,Senior Developer,8155,3,2,No,No,Bachelor,Single,25-34
1145,Male,44,IT,Senior Developer,8021,2,2,No,No,Master,Divorced,35-44
1146,Female,22,Sales,Sales Executive,3322,3,2,No,No,Master,Married,Under 25
1147,Female,30,HR,HR Manager,8537,7,4,Yes,No,Master,Married,25-34
1148,Female,37,IT,IT Support,5583,6,3,No,No,Bachelor,Single,35-44
1149,Female,47,Sales,Sales Executive,4456,7,3,No,Yes,Bachelor,Married,45+
1150,Male,33,Sales,Sales Representative,3820,5,2,No,No,Master,Married,25-34
1151,Male,30,Marketing,Marketing Specialist,5600,0,4,Yes,No,PhD,Married,25-34
1152,Male,49,Sales,Sales Manager,7630,5,4,No,No,Master,Married,45+
1153,Female,22,Sales,Sales Manager,7659,11,3,No,No,Bachelor,Married,Under 25
1154,Female,21,IT,Senior Developer,8321,12,3,No,No,Bachelor,Married,Under 25
1155,Male,38,Marketing,Marketing Manager,7591,6,2,Yes,No,Bachelor,Single,35-44
1156,Male,30,Sales,Sales Executive,4784,6,4,No,No,Master,Married,25-34
1157,Male,26,Finance,Finance Manager,7838,9,3,No,No,Bachelor,Single,25-34
1158,Male,40,Finance,Financial Analyst,7045,12,4,Yes,Yes,Bachelor,Married,35-44
1159,Female,36,Sales,Sales Manager,7419,6,3,Yes,No,Master,Single,35-44
1160,Female,29,Finance,Accountant,6178,8,4,No,No,Bachelor,Married,25-34
1161,Male,24,IT,Data Analyst,7431,4,4,Yes,No,Master,Married,Under 25
1162,Female,41,HR,HR Specialist,5763,2,3,Yes,No,Bachelor,Single,35-44
1163,Female,39,HR,HR Manager,7318,4,4,No,Yes,Bachelor,Single,35-44
1164,Male,33,IT,Data Analyst,6157,14,3,No,No,Bachelor,Single,25-34
1165,Male,49,Sales,Sales Manager,7360,9,2,Yes,No,Master,Married,45+
1166,Male,25,Marketing,Marketing Manager,7277,2,3,No,No,Bachelor,Married,25-34
1167,Male,22,IT,Software Engineer,7056,9,4,Yes,No,Bachelor,Single,Under 25
1168,Male,28,Sales,Sales Manager,7481,2,3,Yes,No,PhD,Married,25-34
1169,Male,34,Sales,Sales Representative,4805,7,2,Yes,No,Bachelor,Single,25-34
1170,Male,36,HR,HR Manager,7214,3,3,No,Yes,Bachelor,Married,35-44
1171,Male,32,Finance,Financial Analyst,6201,2,3,Yes,No,Bachelor,Divorced,25-34
1172,Female,37,Sales,Sales Executive,5706,15,3,Yes,No,Bachelor,Single,35-44
1173,Male,24,IT,Senior Developer,8856,4,3,No,No,Master,Married,Under 25
1174,Male,46,Sales,Sales Representative,5691,8,4,No,No,Bachelor,Single,45+
1175,Male,33,HR,HR Specialist,5368,6,2,Yes,No,Bachelor,Single,25-34
1176,Female,43,Sales,Sales Executive,3456,2,3,No,No,Bachelor,Single,35-44
1177,Male,37,Finance,Financial Analyst,6490,5,2,Yes,No,Master,Single,35-44
1178,Male,38,IT,Software Engineer,7648,2,2,No,No,Bachelor,Married,35-44
1179,Female,39,Marketing,Marketing Specialist,6238,22,4,No,No,Bachelor,Married,35-44
1180,Female,38,Sales,Sales Manager,7538,9,4,No,No,Bachelor,Married,35-44
1181,Female,39,IT,IT Support,6210,6,3,No,No,Bachelor,Single,35-44
1182,Male,45,Sales,Sales Executive,3804,8,4,No,Yes,Bachelor,Single,45+
1183,Male,36,Marketing,Marketing Manager,7564,9,4,Yes,No,Bachelor,Married,35-44
1184,Female,40,Marketing,Marketing Specialist,4847,9,4,No,No,Master,Divorced,35-44
1185,Female,33,Sales,Sales Executive,4223,9,2,Yes,No,Bachelor,Single,25-34
1186,Female,46,HR,Recruiter,5583,8,4,No,No,Master,Divorced,45+
1187,Female,29,Finance,Accountant,6785,6,3,No,No,PhD,Married,25-34
1188,Male,48,HR,Recruiter,5457,15,3,No,No,Bachelor,Married,45+
1189,Female,34,IT,Data Analyst,6223,6,1,No,No,Bachelor,Married,25-34
1190,Male,23,Sales,Sales Representative,4289,6,3,No,No,Bachelor,Single,Under 25
1191,Male,35,Sales,Sales Manager,7878,6,2,No,No,Master,Single,35-44
1192,Male,29,Marketing,Marketing Manager,7304,7,2,No,No,Bachelor,Married,25-34
1193,Male,41,Marketing,Marketing Analyst,5613,1,3,No,No,High School,Single,35-44
1194,Male,29,HR,HR Specialist,5010,3,4,No,No,Bachelor,Divorced,25-34
1195,Male,30,IT,Data Analyst,6490,5,4,No,No,Master,Married,25-34
1196,Female,21,IT,Senior Developer,9121,1,3,No,No,Master,Single,Under 25
1197,Male,30,Finance,Accountant,5621,6,4,No,No,Bachelor,Married,25-34
1198,Female,21,Marketing,Marketing Manager,7973,7,4,No,No,Master,Single,Under 25
1199,Male,21,Marketing,Marketing Manager,7123,2,4,No,No,Bachelor,Married,Under 25
1200,Male,40,Finance,Accountant,5416,3,2,Yes,No,Bachelor,Married,35-44
1201,Male,40,HR,HR Manager,7670,13,3,No,No,Master,Divorced,35-44
1202,Male,37,Sales,Sales Manager,6858,8,4,No,Yes,Bachelor,Married,35-44
1203,Male,26,Sales,Sales Representative,5123,8,3,No,No,Bachelor,Married,25-34
1204,Male,34,Marketing,Marketing Specialist,5140,12,3,No,No,High School,Married,25-34
1205,Male,34,HR,HR Specialist,5146,3,3,Yes,No,Master,Divorced,25-34
1206,Female,25,Sales,Sales Executive,5206,2,3,No,No,Master,Single,25-34
1207,Male,46,Sales,Sales Executive,3678,11,3,No,No,Master,Single,45+
1208,Female,41,HR,HR Manager,6055,5,2,No,No,Master,Single,35-44
1209,Male,32,Sales,Sales Executive,3608,3,3,No,No,Bachelor,Single,25-34
1210,Female,34,Sales,Sales Manager,7921,1,4,Yes,Yes,Bachelor,Married,25-34
1211,Female,36,IT,Data Analyst,6641,6,4,Yes,No,Bachelor,Married,35-44
1212,Female,21,Finance,Finance Manager,9663,5,2,No,No,High School,Married,Under 25
1213,Male,32,HR,HR Specialist,4633,4,4,No,Yes,Bachelor,Single,25-34
1214,Male,29,Sales,Sales Executive,4720,1,3,No,No,Master,Married,25-34
1215,Male,26,Finance,Financial Analyst,7002,15,3,Yes,No,High School,Single,25-34
1216,Female,32,Sales,Sales Manager,8404,2,4,No,Yes,Bachelor,Married,25-34
1217,Female,48,IT,Software Engineer,8740,5,4,No,Yes,Bachelor,Married,45+
1218,Female,39,Finance,Financial Analyst,6785,4,4,No,No,Bachelor,Single,35-44
1219,Male,29,HR,HR Specialist,5666,8,3,Yes,No,Master,Single,25-34
1220,Female,39,Marketing,Marketing Specialist,5785,1,4,No,No,Bachelor,Single,35-44
1221,Female,45,HR,HR Manager,7706,8,2,No,No,Bachelor,Married,45+
1222,Male,41,HR,HR Specialist,4642,6,3,No,No,Master,Divorced,35-44
1223,Male,34,Sales,Sales Manager,6568,3,4,No,No,Bachelor,Married,25-34
1224,Female,29,IT,Data Analyst,6998,8,3,No,Yes,Bachelor,Single,25-34
1225,Female,40,Sales,Sales Representative,3889,6,2,No,No,Bachelor,Married,35-44
1226,Female,37,Sales,Sales Manager,6805,17,4,No,No,Bachelor,Married,35-44
1227,Male,41,Marketing,Marketing Analyst,6153,5,2,Yes,No,PhD,Married,35-44
1228,Female,39,IT,Data Analyst,7621,3,1,No,No,Master,Single,35-44
1229,Male,42,Marketing,Marketing Manager,7757,8,3,Yes,No,Bachelor,Single,35-44
1230,Male,30,HR,HR Specialist,5960,4,3,No,No,Master,Married,25-34
1231,Male,45,Finance,Finance Manager,7258,6,4,No,No,Bachelor,Single,45+
1232,Female,36,IT,IT Support,6174,2,3,No,No,High School,Single,35-44
1233,Female,51,HR,HR Specialist,4534,8,2,No,No,Bachelor,Single,45+
1234,Male,28,IT,IT Support,5087,4,4,Yes,No,Bachelor,Married,25-34
1235,Male,48,Sales,Sales Representative,3946,7,3,No,No,Bachelor,Married,45+
1236,Female,36,Finance,Financial Analyst,5921,19,2,No,No,Master,Divorced,35-44
1237,Male,29,IT,Software Engineer,8384,5,4,Yes,No,Master,Married,25-34
1238,Female,30,Sales,Sales Executive,5010,9,3,No,No,Bachelor,Married,25-34
1239,Male,31,HR,Recruiter,4534,5,3,Yes,Yes,Bachelor,Single,25-34
1240,Male,37,Sales,Sales Representative,5205,3,3,No,No,High School,Married,35-44
1241,Male,38,Marketing,Marketing Analyst,6494,13,4,No,No,High School,Single,35-44
1242,Male,29,Marketing,Marketing Analyst,6078,1,4,Yes,No,Bachelor,Married,25-34
1243,Female,34,Marketing,Marketing Analyst,5553,11,3,No,No,Bachelor,Married,25-34
1244,Male,51,IT,IT Support,5676,1,2,Yes,No,Master,Single,45+
1245,Male,48,Sales,Sales Manager,6858,10,4,Yes,No,Bachelor,Single,45+
1246,Female,37,Marketing,Marketing Specialist,6108,6,3,Yes,Yes,High School,Single,35-44
1247,Male,34,IT,Software Engineer,8625,3,3,No,No,Bachelor,Single,25-34
1248,Female,35,Marketing,Marketing Specialist,6403,4,3,No,No,Bachelor,Single,35-44
1249,Female,39,Marketing,Marketing Analyst,5382,9,4,No,No,High School,Divorced,35-44
1250,Female,26,Marketing,Marketing Manager,6972,18,4,Yes,No,Master,Married,25-34
1251,Male,32,IT,Senior Developer,8792,1,2,Yes,Yes,High School,Married,25-34
1252,Female,21,IT,Software Engineer,6251,3,3,No,No,Master,Married,Under 25
1253,Female,37,Marketing,Marketing Specialist,5610,2,4,No,Yes,Bachelor,Divorced,35-44
1254,Male,39,IT,Data Analyst,6904,5,1,No,No,Bachelor,Married,35-44
1255,Male,30,Sales,Sales Executive,4297,10,4,Yes,No,Bachelor,Married,25-34
1256,Female,47,HR,Recruiter,4163,2,3,No,No,Master,Single,45+
1257,Female,24,Marketing,Marketing Analyst,6034,6,3,No,No,Bachelor,Single,Under 25
1258,Male,22,Finance,Financial Analyst,5654,10,2,No,No,Master,Married,Under 25
1259,Female,36,HR,HR Manager,6440,4,2,No,No,Bachelor,Married,35-44
1260,Female,42,Sales,Sales Executive,2733,6,4,Yes,No,Master,Married,35-44
1261,Male,47,HR,HR Manager,7182,12,2,No,No,Bachelor,Single,45+
1262,Male,30,Marketing,Marketing Analyst,6852,2,4,No,No,Master,Single,25-34
1263,Male,43,Sales,Sales Executive,5680,1,3,No,No,Bachelor,Married,35-44
1264,Female,34,IT,Software Engineer,7103,7,2,No,No,Master,Single,25-34
1265,Male,33,Marketing,Marketing Analyst,5309,7,1,No,No,Bachelor,Married,25-34
1266,Female,41,Finance,Finance Manager,8305,4,3,No,No,High School,Married,35-44
1267,Female,39,Finance,Financial Analyst,5351,3,4,Yes,No,High School,Married,35-44
1268,Female,21,Finance,Financial Analyst,6196,6,3,No,No,Master,Married,Under 25
1269,Male,46,IT,Software Engineer,7898,2,3,No,No,Bachelor,Married,45+
1270,Female,45,IT,Software Engineer,8198,2,3,No,No,Master,Married,45+
1271,Male,29,Finance,Financial Analyst,5935,9,3,No,No,Bachelor,Married,25-34
1272,Female,37,Finance,Financial Analyst,5868,2,3,Yes,No,Bachelor,Married,35-44
1273,Male,38,Marketing,Marketing Analyst,5129,1,4,No,No,High School,Single,35-44
1274,Male,36,Marketing,Marketing Analyst,5163,3,3,No,No,PhD,Single,35-44
1275,Female,30,IT,IT Support,6153,4,3,Yes,No,Master,Single,25-34
1276,Male,29,IT,Data Analyst,7239,8,2,No,No,Master,Married,25-34
1277,Male,34,Finance,Accountant,6294,3,4,No,No,Bachelor,Married,25-34
1278,Female,43,HR,HR Specialist,4478,14,2,No,No,Master,Married,35-44
1279,Female,38,Finance,Financial Analyst,6970,6,1,No,No,Master,Single,35-44
1280,Female,31,Finance,Accountant,5524,3,3,No,No,Bachelor,Single,25-34
1281,Female,40,Marketing,Marketing Specialist,5386,7,3,No,No,Master,Divorced,35-44
1282,Female,21,IT,IT Support,5814,14,3,No,No,PhD,Single,Under 25
1283,Male,43,IT,Senior Developer,7124,9,3,No,No,Master,Married,35-44
1284,Male,21,Sales,Sales Representative,4575,1,4,No,No,Master,Married,Under 25
1285,Male,31,HR,HR Manager,7679,4,2,No,Yes,Bachelor,Married,25-34
1286,Female,25,Sales,Sales Representative,3817,7,4,No,No,Bachelor,Single,25-34
1287,Female,24,IT,IT Support,6344,8,3,Yes,No,PhD,Single,Under 25
1288,Male,43,IT,Data Analyst,7335,5,3,No,No,High School,Single,35-44
1289,Male,30,IT,Data Analyst,5984,4,3,Yes,No,Master,Married,25-34
1290,Female,37,HR,HR Manager,6856,17,2,No,No,Master,Married,35-44
1291,Male,34,Sales,Sales Executive,5116,9,4,No,No,Master,Single,25-34
1292,Female,38,Sales,Sales Executive,3785,8,3,No,No,PhD,Married,35-44
1293,Male,35,Finance,Finance Manager,8191,4,3,No,No,Bachelor,Married,35-44
1294,Female,24,IT,Software Engineer,6518,2,3,No,No,Bachelor,Single,Under 25
1295,Male,42,Sales,Sales Manager,7403,8,4,No,No,High School,Married,35-44
1296,Female,30,IT,Senior Developer,8677,9,3,Yes,Yes,Bachelor,Married,25-34
1297,Female,22,Finance,Financial Analyst,4950,6,4,Yes,Yes,Bachelor,Single,Under 25
1298,Female,31,Sales,Sales Executive,5357,9,3,No,No,Bachelor,Single,25-34
1299,Female,46,HR,Recruiter,4723,9,1,No,No,Master,Married,45+
1300,Female,41,Sales,Sales Representative,3473,10,2,Yes,No,Master,Divorced,35-44
1301,Female,31,Sales,Sales Manager,7230,1,3,No,No,Bachelor,Married,25-34
1302,Male,31,IT,Data Analyst,7747,4,2,No,Yes,Bachelor,Married,25-34
1303,Female,31,IT,Software Engineer,6740,8,1,Yes,No,Master,Married,25-34
1304,Female,51,HR,Recruiter,5240,6,4,No,No,High School,Single,45+
1305,Male,37,Finance,Financial Analyst,6279,9,4,No,No,High School,Married,35-44
1306,Female,37,Marketing,Marketing Specialist,5851,8,4,Yes,No,Bachelor,Married,35-44
1307,Female,42,IT,Software Engineer,7515,1,2,No,No,Bachelor,Single,35-44
1308,Female,36,IT,Software Engineer,7161,11,2,No,No,Bachelor,Married,35-44
1309,Male,32,Finance,Finance Manager,7462,4,1,No,No,PhD,Married,25-34
1310,Male,32,Sales,Sales Executive,4656,3,4,No,No,Bachelor,Single,25-34
1311,Female,33,IT,IT Support,5603,11,4,No,No,Bachelor,Divorced,25-34
1312,Female,34,Sales,Sales Executive,2701,9,3,No,No,Bachelor,Single,25-34
1313,Male,40,Sales,Sales Manager,7384,12,2,Yes,No,Bachelor,Single,35-44
1314,Female,34,Marketing,Marketing Specialist,5988,7,3,No,No,Master,Single,25-34
1315,Female,40,Marketing,Marketing Manager,6164,4,3,No,No,Master,Married,35-44
1316,Male,33,Finance,Finance Manager,7344,6,3,Yes,Yes,Master,Married,25-34
1317,Female,35,IT,Software Engineer,7802,2,3,No,No,Bachelor,Single,35-44
1318,Male,21,Sales,Sales Manager,8437,2,3,No,No,Master,Married,Under 25
1319,Male,41,Sales,Sales Executive,4614,3,2,No,No,Master,Married,35-44
1320,Male,37,Sales,Sales Representative,3527,15,1,No,No,Master,Married,35-44
1321,Female,42,IT,Senior Developer,8581,4,4,No,No,High School,Married,35-44
1322,Male,21,Finance,Accountant,6594,1,2,No,No,High School,Married,Under 25
1323,Male,51,HR,HR Specialist,4580,5,1,No,No,Bachelor,Divorced,45+
1324,Male,33,Sales,Sales Manager,6581,4,2,No,No,Master,Single,25-34
1325,Male,43,Marketing,Marketing Manager,7386,12,1,No,No,Bachelor,Single,35-44
1326,Female,26,Finance,Accountant,5080,14,3,No,No,Bachelor,Married,25-34
1327,Male,39,HR,HR Specialist,5080,4,4,No,No,Master,Divorced,35-44
